
X4,Y4,X1,Y1,X2,Y2,X3,Y3
-0.0078987537009014,0.28214734548968323,0.029720671230236806,4.137663397920478,0.04710775914606197,3.0892876400065523,0.07120281812099027,1.5412813712568525
0.020344744385017932,0.25077989433776526,0.05798661150772216,4.11359414746585,0.07534214009165757,3.054955294821358,0.10004657469945377,1.5375515631767867
0.048613489936449095,0.22762291897029918,0.08630094276077194,4.105261642264757,0.10363893838254634,3.0409210703255063,0.12735823091243997,1.5382819723540448
0.07691449613825652,0.21495710710518878,0.11464613202722512,4.10696416302244,0.13196098413894697,3.0350973216141073,0.15571393995618976,1.5434055246885823
0.10522742475433333,0.20616846436051528,0.1430256858995138,4.119842053597849,0.16029074439869845,3.031782329392402,0.18406053185961574,1.5455641829898452
0.13354596391830176,0.19920437179016393,0.17142838328185506,4.14024621364234,0.18864505080547522,3.0364497441833587,0.21241483826639262,1.5502315977808019
0.16187362022259394,0.19520517325308795,0.1998563281297081,4.168860849471283,0.2170133835819809,3.045678534410122,0.240762131488305,1.5526183248538556
0.19021951080753352,0.19713576278256006,0.22832915736069337,4.212071886694808,0.24539924932064755,3.0606090439316453,0.26912415239843274,1.559794496134506
0.21858784358403915,0.20636455300932344,0.25426209675613864,4.267142842918249,0.2737900242887193,3.0771360348557,0.29748897858250617,1.567882942502318
0.24696318954540925,0.2178740309539915,0.2763440947191183,4.326635785580208,0.30218500716770974,3.095031438410496,0.3258531034480932,1.57574332009834
0.2753455486916437,0.23166419661656246,0.29455851928691584,4.385142000405242,0.33057180799769165,3.1102660396277395,0.35421512435822095,1.5829194913789895
0.30374473948155273,0.25092801280210164,0.3101893888262804,4.441308213501383,0.3589714663332583,3.1296819016611384,0.3825813531792674,1.591464075290383
0.3321397223605432,0.26882341635689766,0.3232307567408789,4.493200591741157,0.387398709862625,3.158068468718292,0.4109566991406374,1.6029735532350502
0.3605375105134793,0.2876310949988561,0.33370383791492636,4.547718215471223,0.41582805734745093,3.187139242090817,0.43934747410870917,1.6195005441591048
0.38894745485351384,0.3103919656851808,0.3442341349888259,4.6208424498331855,0.4442658206541142,3.218946840724824,0.4677529767649962,1.640816979290757
0.4173660487882142,0.33596568455691944,0.35469693015840537,4.672015064910326,0.47271340241958765,3.253947402163898,0.49616689524312035,1.6648702396838928
0.44579259099909446,0.364124182842283,0.36647543387447107,4.732140052545985,0.5011757118732763,3.2937374078105677,0.524599048001892,1.6948532881435785
0.4742408740830543,0.39935281305314607,0.3782377371335,4.786996651553286,0.5283797156985939,3.343242469869761,0.5530592535001215,1.7339590874748794
0.5027305349577142,0.4480375007996402,0.390010069246885,4.8451146339971904,0.555598026421035,3.397400134873476,0.5815320827311068,1.7771701246984035
0.5312391314315079,0.5028800453844742,0.40178625861194545,4.904486994685941,0.5840890899326676,3.446540960163551,0.6100070159175512,1.821065368237302
0.5597379094464914,0.5545296271642419,0.41225445393387056,4.957415739305867,0.6125689323485173,3.49203268510498,0.6384978456563553,1.8701301706034448
0.5869451393368468,0.6050838055736705,0.42401945726907236,5.013150403084563,0.641067710363501,3.5436822668847485,0.6670059745844914,1.924820669340419
0.6128735850990268,0.6586934322593416,0.43710634075344085,5.0798444446135305,0.6695664883784844,3.595331848664518,0.6942214800329867,1.9780660592569728
0.6388074310135528,0.7140591884877985,0.45145737418690074,5.13872400282823,0.6980470321128205,3.641051642377737,0.7201432398922627,2.029501430318244
0.6634424974306123,0.7659778988990107,0.46838777018357974,5.1985801730842685,0.7265303811211024,3.687683711178118,0.7473628129879795,2.084069619111183
0.6855112271621344,0.8211560126909649,0.4866160395297123,5.261588709823843,0.7550333670470044,3.740701705588629,0.7758555129094138,2.1337426048687673
0.7062998850668163,0.8789708151531803,0.5099625311898854,5.31337895605432,0.7835475740686897,3.797368800347785,0.8030708079623632,2.1869195741537855
0.7309493889041621,0.9355845746414433,0.5364747369272163,5.347369303279601,0.8082036527668459,3.856120704571582,0.8277262749549505,2.24547255172663
